artifact_set,stage,cve_id,file,bytes
szz30,other,CVE-2022-0171,CVE-2022-0171/resolved_pre_fix_anchors.json,6378
szz30,prompt,CVE-2022-0171,CVE-2022-0171/szz_handoff_prompt.txt,61520
szz30,blame_trace,CVE-2022-0185,CVE-2022-0185/blame_trace.json,4697
szz30,candidate_commits,CVE-2022-0185,CVE-2022-0185/candidate_commits.json,1873
szz30,candidate_inventory,CVE-2022-0185,CVE-2022-0185/candidate_inventory.json,4212
szz30,candidate_inventory,CVE-2022-0185,CVE-2022-0185/compact_candidate_inventory.json,2207
szz30,contract_validation,CVE-2022-0185,CVE-2022-0185/contract_lint.json,2777
szz30,ingestion,CVE-2022-0185,CVE-2022-0185/ingestion_result.json,1815
szz30,other,CVE-2022-0185,CVE-2022-0185/manual_anchor_review_template.csv,348
szz30,model_io,CVE-2022-0185,CVE-2022-0185/parsed_selection.json,1909
szz30,model_io,CVE-2022-0185,CVE-2022-0185/parsed_szz_handoff.json,1909
szz30,candidate_inventory,CVE-2022-0185,CVE-2022-0185/pre_fix_candidate_inventory.json,4212
szz30,model_io,CVE-2022-0185,CVE-2022-0185/raw_response.txt,1701
szz30,model_io,CVE-2022-0185,CVE-2022-0185/raw_szz_handoff_response.txt,1701
szz30,other,CVE-2022-0185,CVE-2022-0185/report.md,432
szz30,other,CVE-2022-0185,CVE-2022-0185/resolved_anchors.json,1995
szz30,other,CVE-2022-0185,CVE-2022-0185/resolved_pre_fix_anchors.json,1995
szz30,prompt,CVE-2022-0185,CVE-2022-0185/szz_handoff_prompt.txt,12088
szz30,blame_trace,CVE-2022-0264,CVE-2022-0264/blame_trace.json,4739
szz30,candidate_commits,CVE-2022-0264,CVE-2022-0264/candidate_commits.json,1887
szz30,candidate_inventory,CVE-2022-0264,CVE-2022-0264/candidate_inventory.json,7671
szz30,candidate_inventory,CVE-2022-0264,CVE-2022-0264/compact_candidate_inventory.json,5154
szz30,contract_validation,CVE-2022-0264,CVE-2022-0264/contract_lint.json,2934
szz30,ingestion,CVE-2022-0264,CVE-2022-0264/ingestion_result.json,1822
szz30,other,CVE-2022-0264,CVE-2022-0264/manual_anchor_review_template.csv,348
szz30,model_io,CVE-2022-0264,CVE-2022-0264/parsed_selection.json,2610
szz30,model_io,CVE-2022-0264,CVE-2022-0264/parsed_szz_handoff.json,2610
szz30,candidate_inventory,CVE-2022-0264,CVE-2022-0264/pre_fix_candidate_inventory.json,7671
szz30,model_io,CVE-2022-0264,CVE-2022-0264/raw_response.txt,2624
szz30,model_io,CVE-2022-0264,CVE-2022-0264/raw_szz_handoff_response.txt,2624
szz30,other,CVE-2022-0264,CVE-2022-0264/report.md,432
szz30,other,CVE-2022-0264,CVE-2022-0264/resolved_anchors.json,2154
szz30,other,CVE-2022-0264,CVE-2022-0264/resolved_pre_fix_anchors.json,2154
szz30,prompt,CVE-2022-0264,CVE-2022-0264/szz_handoff_prompt.txt,16895
szz30,blame_trace,CVE-2022-0286,CVE-2022-0286/blame_trace.json,9078
szz30,candidate_commits,CVE-2022-0286,CVE-2022-0286/candidate_commits.json,3813
szz30,candidate_inventory,CVE-2022-0286,CVE-2022-0286/candidate_inventory.json,51291
szz30,candidate_inventory,CVE-2022-0286,CVE-2022-0286/compact_candidate_inventory.json,41967
szz30,contract_validation,CVE-2022-0286,CVE-2022-0286/contract_lint.json,5178
szz30,ingestion,CVE-2022-0286,CVE-2022-0286/ingestion_result.json,1826
szz30,other,CVE-2022-0286,CVE-2022-0286/manual_anchor_review_template.csv,529
szz30,model_io,CVE-2022-0286,CVE-2022-0286/parsed_selection.json,2736
szz30,model_io,CVE-2022-0286,CVE-2022-0286/parsed_szz_handoff.json,2736
szz30,candidate_inventory,CVE-2022-0286,CVE-2022-0286/pre_fix_candidate_inventory.json,51291
szz30,model_io,CVE-2022-0286,CVE-2022-0286/raw_response.txt,2642
szz30,model_io,CVE-2022-0286,CVE-2022-0286/raw_szz_handoff_response.txt,2642
szz30,other,CVE-2022-0286,CVE-2022-0286/report.md,434
szz30,other,CVE-2022-0286,CVE-2022-0286/resolved_anchors.json,4230
szz30,other,CVE-2022-0286,CVE-2022-0286/resolved_pre_fix_anchors.json,4230
szz30,prompt,CVE-2022-0286,CVE-2022-0286/szz_handoff_prompt.txt,44164
szz30,blame_trace,CVE-2022-0322,CVE-2022-0322/blame_trace.json,4757
szz30,candidate_commits,CVE-2022-0322,CVE-2022-0322/candidate_commits.json,1893
szz30,candidate_inventory,CVE-2022-0322,CVE-2022-0322/candidate_inventory.json,4284
szz30,candidate_inventory,CVE-2022-0322,CVE-2022-0322/compact_candidate_inventory.json,2270
szz30,contract_validation,CVE-2022-0322,CVE-2022-0322/contract_lint.json,3093
szz30,ingestion,CVE-2022-0322,CVE-2022-0322/ingestion_result.json,1815
szz30,other,CVE-2022-0322,CVE-2022-0322/manual_anchor_review_template.csv,348
szz30,model_io,CVE-2022-0322,CVE-2022-0322/parsed_selection.json,2485
szz30,model_io,CVE-2022-0322,CVE-2022-0322/parsed_szz_handoff.json,2485
szz30,candidate_inventory,CVE-2022-0322,CVE-2022-0322/pre_fix_candidate_inventory.json,4284
szz30,model_io,CVE-2022-0322,CVE-2022-0322/raw_response.txt,2259
szz30,model_io,CVE-2022-0322,CVE-2022-0322/raw_szz_handoff_response.txt,2259
szz30,other,CVE-2022-0322,CVE-2022-0322/report.md,432
szz30,other,CVE-2022-0322,CVE-2022-0322/resolved_anchors.json,2311
szz30,other,CVE-2022-0322,CVE-2022-0322/resolved_pre_fix_anchors.json,2311
szz30,prompt,CVE-2022-0322,CVE-2022-0322/szz_handoff_prompt.txt,13510
szz30,blame_trace,CVE-2022-0433,CVE-2022-0433/blame_trace.json,26723
szz30,candidate_commits,CVE-2022-0433,CVE-2022-0433/candidate_commits.json,12282
szz30,candidate_inventory,CVE-2022-0433,CVE-2022-0433/candidate_inventory.json,23517
szz30,candidate_inventory,CVE-2022-0433,CVE-2022-0433/compact_candidate_inventory.json,16265
szz30,contract_validation,CVE-2022-0433,CVE-2022-0433/contract_lint.json,67
szz30,other,CVE-2022-0433,CVE-2022-0433/fallback_resolved_pre_fix_anchors.json,9735
szz30,ingestion,CVE-2022-0433,CVE-2022-0433/ingestion_result.json,691
szz30,other,CVE-2022-0433,CVE-2022-0433/manual_anchor_review_template.csv,167
szz30,model_io,CVE-2022-0433,CVE-2022-0433/parsed_selection.json,2380
szz30,model_io,CVE-2022-0433,CVE-2022-0433/parsed_szz_handoff.json,2380
szz30,candidate_inventory,CVE-2022-0433,CVE-2022-0433/pre_fix_candidate_inventory.json,23517
szz30,model_io,CVE-2022-0433,CVE-2022-0433/raw_response.txt,2340
szz30,model_io,CVE-2022-0433,CVE-2022-0433/raw_szz_handoff_response.txt,2340
szz30,other,CVE-2022-0433,CVE-2022-0433/report.md,277
szz30,other,CVE-2022-0433,CVE-2022-0433/resolved_anchors.json,9735
szz30,other,CVE-2022-0433,CVE-2022-0433/resolved_pre_fix_anchors.json,9735
szz30,prompt,CVE-2022-0433,CVE-2022-0433/szz_handoff_prompt.txt,26059
version10,other,,error_attribution.md,2522
version10,diagnostic_summary,,per_candidate_probe.json,438820
version10,diagnostic_summary,,per_cve_version_probe.csv,44169
version10,other,,provenance_manifest.json,552
version10,diagnostic_summary,,ranking_diagnostics.json,387914
version10,other,,report.md,3682
version10,diagnostic_summary,,schema_diagnostics.json,202743
version10,diagnostic_summary,,summary.json,8310
version10,diagnostic_summary,,tag_universe_diagnostics.json,7919
version30,other,,error_attribution.md,6922
version30,diagnostic_summary,,per_candidate_probe.json,1603013
version30,diagnostic_summary,,per_cve_version_probe.csv,121088
version30,other,,provenance_manifest.json,561
version30,diagnostic_summary,,ranking_diagnostics.json,993472
version30,other,,report.md,7857
version30,diagnostic_summary,,schema_diagnostics.json,607212
version30,diagnostic_summary,,summary.json,20889
version30,diagnostic_summary,,tag_universe_diagnostics.json,7919
