group,cases,completed_cases,failed_cases,exact_match_count,accuracy,no_miss_count,nmr,version_tp,version_fp,version_fn,version_precision,version_recall,version_f1,exported_total_tokens,exported_cost_usd
VulnVersion-current32,32,26,6,9,0.28125,13,0.40625,765,252,1507,0.7522123893805309,0.33670774647887325,0.4651869869261174,41022654,1.44258813
