backend_name,backend_type,candidate_accounted_count,contract_ok,cve_id,event_candidate_count,lifecycle,parse_status,prompt_bytes,retry_used,selected_primary_count,session_id,status,taxonomy,uncertain_count
fixture-judge-boundary-v1-2,fixture,4,True,CVE-2020-11984,4,raw_branch_boundary_accepted,json,25281,False,2,fixture-v12-CVE-2020-11984,ok,{},2
fixture-judge-boundary-v1-2,fixture,5,True,CVE-2020-11647,5,raw_branch_boundary_accepted,json,24422,False,1,fixture-v12-CVE-2020-11647,ok,{},4
fixture-judge-boundary-v1-2,fixture,3,True,CVE-2020-8231,3,raw_branch_boundary_accepted,json,23554,False,1,fixture-v12-CVE-2020-8231,ok,{},2
fixture-judge-boundary-v1-2,fixture,9,True,CVE-2020-12284,9,raw_branch_boundary_accepted,json,34059,False,3,fixture-v12-CVE-2020-12284,ok,{},6
fixture-judge-boundary-v1-2,fixture,6,True,CVE-2020-14212,6,raw_branch_boundary_accepted,json,31704,False,2,fixture-v12-CVE-2020-14212,ok,{},4
fixture-judge-boundary-v1-2,fixture,2,True,CVE-2020-13164,2,raw_branch_boundary_accepted,json,16578,False,1,fixture-v12-CVE-2020-13164,ok,{},1
fixture-judge-boundary-v1-2,fixture,2,True,CVE-2021-23840,2,raw_branch_boundary_accepted,json,14306,False,1,fixture-v12-CVE-2021-23840,ok,{},1
