cve_id,repo,tag,line_id,candidate_reachable,known_fix_reachable,tag_time,nearest_fix_time,tag_after_fix,same_gt_line,neighbor_gt_line,likely_error_source
CVE-2020-13164,wireshark,wireshark-4.2.11,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.12,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.13,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.2,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.3,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.4,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.5,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.6,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.7,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.8,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.2.9,4.2,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.0,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.1,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.2,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.3,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.4,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.5,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.6,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.7,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.8,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
CVE-2020-13164,wireshark,wireshark-4.4.9,4.4,yes,no,,,unknown,False,False,raw_candidate_too_early
