cve_id,repo,schema_ok,anchor_count,candidate_commit_count,candidate_generation_modes,evidence_levels,candidate_lane,parse_status,contract_ok,blame_status,top1_candidate_commit,release_top1_precision,release_top1_recall,release_top1_f1,release_top1_exact_match,release_topk_precision,release_topk_recall,release_topk_f1,release_topk_exact_match,release_oracle_precision,release_oracle_recall,release_oracle_f1,release_oracle_exact_match,diagnostic_all_top1_precision,diagnostic_all_top1_recall,diagnostic_all_top1_f1,diagnostic_all_top1_exact_match,diagnostic_all_oracle_precision,diagnostic_all_oracle_recall,diagnostic_all_oracle_f1,diagnostic_all_oracle_exact_match,oracle_best_candidate_commit,error_bucket,top1_false_positive_tag_count,oracle_false_positive_tag_count,any_candidate_false_positive_tag_count,non_release_tag_noise_count,release_line_overreach_count,branch_or_backport_limit_tag_count,ground_truth_affected_versions,top1_predicted_tags,topk_predicted_tags,oracle_predicted_tags
CVE-2020-12284,FFmpeg,True,0,0,,,none,,,not_evaluable,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,anchor_or_blame_likely_problem,0,0,0,0,0,0,n4.1;n4.1.1;n4.1.2;n4.1.3;n4.1.4;n4.1.5;n4.2;n4.2.1;n4.2.2,,,
CVE-2020-13904,FFmpeg,True,0,0,,,none,,,not_evaluable,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,anchor_or_blame_likely_problem,0,0,0,0,0,0,n0.10;n0.10.1;n0.10.10;n0.10.11;n0.10.12;n0.10.13;n0.10.14;n0.10.15;n0.10.16;n0.10.2;n0.10.3;n0.10.4;n0.10.5;n0.10.6;n0.10.7;n0.10.8;n0.10.9;n0.11;n0.11.1;n0.11.2;n0.11.3;n0.11.4;n0.11.5;n0.7.1;n0.7.10;n0.7.11;n0.7.12;n0.7.13;n0.7.14;n0.7.15;n0.7.16;n0.7.17;n0.7.2;n0.7.3;n0.7.4;n0.7.5;n0.7.6;n0.7.7;n0.7.8;n0.7.9;n0.8;n0.8.1;n0.8.10;n0.8.11;n0.8.12;n0.8.13;n0.8.14;n0.8.15;n0.8.2;n0.8.3;n0.8.4;n0.8.5;n0.8.6;n0.8.7;n0.8.8;n0.8.9;n0.9;n0.9.1;n0.9.2;n0.9.3;n0.9.4;n1.0;n1.0.1;n1.0.10;n1.0.2;n1.0.3;n1.0.4;n1.0.5;n1.0.6;n1.0.7;n1.0.8;n1.0.9;n1.1;n1.1.1;n1.1.10;n1.1.11;n1.1.12;n1.1.13;n1.1.14;n1.1.15;n1.1.16;n1.1.2;n1.1.3;n1.1.4;n1.1.5;n1.1.6;n1.1.7;n1.1.8;n1.1.9;n1.2;n1.2.1;n1.2.10;n1.2.11;n1.2.12;n1.2.2;n1.2.3;n1.2.4;n1.2.5;n1.2.6;n1.2.7;n1.2.8;n1.2.9;n2.0;n2.0.1;n2.0.2;n2.0.3;n2.0.4;n2.0.5;n2.0.6;n2.0.7;n2.1;n2.1.1;n2.1.2;n2.1.3;n2.1.4;n2.1.5;n2.1.6;n2.1.7;n2.1.8;n2.2;n2.2.1;n2.2.10;n2.2.11;n2.2.12;n2.2.13;n2.2.14;n2.2.15;n2.2.16;n2.2.2;n2.2.3;n2.2.4;n2.2.5;n2.2.6;n2.2.7;n2.2.8;n2.2.9;n2.3;n2.3.1;n2.3.2;n2.3.3;n2.3.4;n2.3.5;n2.3.6;n2.4;n2.4.1;n2.4.10;n2.4.11;n2.4.12;n2.4.13;n2.4.14;n2.4.2;n2.4.3;n2.4.4;n2.4.5;n2.4.6;n2.4.7;n2.4.8;n2.4.9;n2.5;n2.5.1;n2.5.10;n2.5.11;n2.5.2;n2.5.3;n2.5.4;n2.5.5;n2.5.6;n2.5.7;n2.5.8;n2.5.9;n2.6;n2.6.1;n2.6.2;n2.6.3;n2.6.4;n2.6.5;n2.6.6;n2.6.7;n2.6.8;n2.6.9;n2.7;n2.7.1;n2.7.2;n2.7.3;n2.7.4;n2.7.5;n2.7.6;n2.7.7;n2.8;n2.8.1;n2.8.10;n2.8.11;n2.8.12;n2.8.13;n2.8.14;n2.8.15;n2.8.16;n2.8.2;n2.8.3;n2.8.4;n2.8.5;n2.8.6;n2.8.7;n2.8.8;n2.8.9;n3.0;n3.0.1;n3.0.10;n3.0.11;n3.0.12;n3.0.2;n3.0.3;n3.0.4;n3.0.5;n3.0.6;n3.0.7;n3.0.8;n3.0.9;n3.1;n3.1.1;n3.1.10;n3.1.11;n3.1.2;n3.1.3;n3.1.4;n3.1.5;n3.1.6;n3.1.7;n3.1.8;n3.1.9;n3.2;n3.2.1;n3.2.10;n3.2.11;n3.2.12;n3.2.13;n3.2.14;n3.2.2;n3.2.3;n3.2.4;n3.2.5;n3.2.6;n3.2.7;n3.2.8;n3.2.9;n3.3;n3.3.1;n3.3.2;n3.3.3;n3.3.4;n3.3.5;n3.3.6;n3.3.7;n3.3.8;n3.3.9;n3.4;n3.4.1;n3.4.2;n3.4.3;n3.4.4;n3.4.5;n3.4.6;n3.4.7;n4.0;n4.0.1;n4.0.2;n4.0.3;n4.0.4;n4.0.5;n4.1;n4.1.1;n4.1.2;n4.1.3;n4.1.4;n4.1.5;n4.2;n4.2.1;n4.2.2;n4.2.3;n4.3,,,
CVE-2020-14212,FFmpeg,True,0,0,,,none,,,not_evaluable,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,anchor_or_blame_likely_problem,0,0,0,0,0,0,n4.3,,,
CVE-2020-10251,ImageMagick,True,2,2,legacy_raw_candidate,unknown,strong_only,fenced_json,True,success,8c69a644b1a32dd032541d123d232003f05887f8,0.7083333333333334,1.0,0.8292682926829268,False,0.7083333333333334,1.0,0.8292682926829268,False,0.7083333333333334,1.0,0.8292682926829268,False,0.7083333333333334,1.0,0.8292682926829268,False,0.7083333333333334,1.0,0.8292682926829268,False,8c69a644b1a32dd032541d123d232003f05887f8,release_line_overreach,21,21,21,0,21,0,7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.9-0;7.0.9-1;7.0.9-10;7.0.9-11;7.0.9-12;7.0.9-13;7.0.9-14;7.0.9-15;7.0.9-16;7.0.9-17;7.0.9-18;7.0.9-19;7.0.9-2;7.0.9-20;7.0.9-21;7.0.9-22;7.0.9-23;7.0.9-24;7.0.9-25;7.0.9-26;7.0.9-27;7.0.9-4;7.0.9-5;7.0.9-6;7.0.9-7;7.0.9-8;7.0.9-9,7.0.8-24;7.0.8-25;7.0.8-26;7.0.8-27;7.0.8-28;7.0.8-29;7.0.8-30;7.0.8-31;7.0.8-32;7.0.8-33;7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37;7.0.8-38;7.0.8-39;7.0.8-40;7.0.8-41;7.0.8-42;7.0.8-43;7.0.8-44;7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.9-0;7.0.9-1;7.0.9-10;7.0.9-11;7.0.9-12;7.0.9-13;7.0.9-14;7.0.9-15;7.0.9-16;7.0.9-17;7.0.9-18;7.0.9-19;7.0.9-2;7.0.9-20;7.0.9-21;7.0.9-22;7.0.9-23;7.0.9-24;7.0.9-25;7.0.9-26;7.0.9-27;7.0.9-4;7.0.9-5;7.0.9-6;7.0.9-7;7.0.9-8;7.0.9-9,7.0.8-24;7.0.8-25;7.0.8-26;7.0.8-27;7.0.8-28;7.0.8-29;7.0.8-30;7.0.8-31;7.0.8-32;7.0.8-33;7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37;7.0.8-38;7.0.8-39;7.0.8-40;7.0.8-41;7.0.8-42;7.0.8-43;7.0.8-44;7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.9-0;7.0.9-1;7.0.9-10;7.0.9-11;7.0.9-12;7.0.9-13;7.0.9-14;7.0.9-15;7.0.9-16;7.0.9-17;7.0.9-18;7.0.9-19;7.0.9-2;7.0.9-20;7.0.9-21;7.0.9-22;7.0.9-23;7.0.9-24;7.0.9-25;7.0.9-26;7.0.9-27;7.0.9-4;7.0.9-5;7.0.9-6;7.0.9-7;7.0.9-8;7.0.9-9,7.0.8-24;7.0.8-25;7.0.8-26;7.0.8-27;7.0.8-28;7.0.8-29;7.0.8-30;7.0.8-31;7.0.8-32;7.0.8-33;7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37;7.0.8-38;7.0.8-39;7.0.8-40;7.0.8-41;7.0.8-42;7.0.8-43;7.0.8-44;7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.9-0;7.0.9-1;7.0.9-10;7.0.9-11;7.0.9-12;7.0.9-13;7.0.9-14;7.0.9-15;7.0.9-16;7.0.9-17;7.0.9-18;7.0.9-19;7.0.9-2;7.0.9-20;7.0.9-21;7.0.9-22;7.0.9-23;7.0.9-24;7.0.9-25;7.0.9-26;7.0.9-27;7.0.9-4;7.0.9-5;7.0.9-6;7.0.9-7;7.0.9-8;7.0.9-9
CVE-2020-19667,ImageMagick,True,0,0,,,none,,,not_evaluable,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,anchor_or_blame_likely_problem,0,0,0,0,0,0,7.0.1-0;7.0.1-1;7.0.1-10;7.0.1-2;7.0.1-3;7.0.1-4;7.0.1-5;7.0.1-6;7.0.1-7;7.0.1-8;7.0.1-9;7.0.10-0;7.0.10-1;7.0.10-2;7.0.10-3;7.0.10-4;7.0.10-5;7.0.10-6;7.0.2-0;7.0.2-1;7.0.2-10;7.0.2-2;7.0.2-3;7.0.2-4;7.0.2-5;7.0.2-6;7.0.2-7;7.0.2-8;7.0.2-9;7.0.3-0;7.0.3-1;7.0.3-10;7.0.3-2;7.0.3-3;7.0.3-4;7.0.3-5;7.0.3-6;7.0.3-7;7.0.3-8;7.0.3-9;7.0.4-0;7.0.4-1;7.0.4-10;7.0.4-2;7.0.4-3;7.0.4-4;7.0.4-5;7.0.4-6;7.0.4-7;7.0.4-8;7.0.4-9;7.0.5-0;7.0.5-1;7.0.5-10;7.0.5-2;7.0.5-3;7.0.5-4;7.0.5-5;7.0.5-6;7.0.5-7;7.0.5-8;7.0.5-9;7.0.6-0;7.0.6-1;7.0.6-2;7.0.6-3;7.0.6-4;7.0.6-5;7.0.6-6;7.0.6-7;7.0.6-8;7.0.6-9;7.0.7-0;7.0.7-1;7.0.7-10;7.0.7-11;7.0.7-12;7.0.7-13;7.0.7-14;7.0.7-15;7.0.7-16;7.0.7-17;7.0.7-18;7.0.7-19;7.0.7-2;7.0.7-20;7.0.7-21;7.0.7-22;7.0.7-23;7.0.7-24;7.0.7-25;7.0.7-26;7.0.7-27;7.0.7-28;7.0.7-29;7.0.7-3;7.0.7-30;7.0.7-31;7.0.7-32;7.0.7-33;7.0.7-34;7.0.7-35;7.0.7-36;7.0.7-37;7.0.7-38;7.0.7-39;7.0.7-4;7.0.7-5;7.0.7-6;7.0.7-8;7.0.7-9;7.0.7.7;7.0.8-0;7.0.8-1;7.0.8-10;7.0.8-11;7.0.8-12;7.0.8-13;7.0.8-14;7.0.8-15;7.0.8-16;7.0.8-17;7.0.8-18;7.0.8-19;7.0.8-2;7.0.8-20;7.0.8-21;7.0.8-22;7.0.8-23;7.0.8-24;7.0.8-25;7.0.8-26;7.0.8-27;7.0.8-28;7.0.8-29;7.0.8-3;7.0.8-30;7.0.8-31;7.0.8-32;7.0.8-33;7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37;7.0.8-38;7.0.8-39;7.0.8-4;7.0.8-40;7.0.8-41;7.0.8-42;7.0.8-43;7.0.8-44;7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-5;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-6;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.8-7;7.0.8-8;7.0.8-9;7.0.9-0;7.0.9-1;7.0.9-10;7.0.9-11;7.0.9-12;7.0.9-13;7.0.9-14;7.0.9-15;7.0.9-16;7.0.9-17;7.0.9-18;7.0.9-19;7.0.9-2;7.0.9-20;7.0.9-21;7.0.9-22;7.0.9-23;7.0.9-24;7.0.9-25;7.0.9-26;7.0.9-27;7.0.9-4;7.0.9-5;7.0.9-6;7.0.9-7;7.0.9-8;7.0.9-9,,,
CVE-2020-25663,ImageMagick,True,2,2,legacy_raw_candidate,unknown,strong_only,fenced_json,True,success,8ed707a93fc4c7b3193dd562f07c4a1cc63cc19d,1.0,1.0,1.0,True,0.06896551724137931,1.0,0.12903225806451613,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,8ed707a93fc4c7b3193dd562f07c4a1cc63cc19d,requires_manual_review,0,0,162,0,162,0,7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68,7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68,7.0.1-0;7.0.1-1;7.0.1-10;7.0.1-2;7.0.1-3;7.0.1-4;7.0.1-5;7.0.1-6;7.0.1-7;7.0.1-8;7.0.1-9;7.0.2-0;7.0.2-1;7.0.2-10;7.0.2-2;7.0.2-3;7.0.2-4;7.0.2-5;7.0.2-6;7.0.2-7;7.0.2-8;7.0.2-9;7.0.3-0;7.0.3-1;7.0.3-10;7.0.3-2;7.0.3-3;7.0.3-4;7.0.3-5;7.0.3-6;7.0.3-7;7.0.3-8;7.0.3-9;7.0.4-0;7.0.4-1;7.0.4-10;7.0.4-2;7.0.4-3;7.0.4-4;7.0.4-5;7.0.4-6;7.0.4-7;7.0.4-8;7.0.4-9;7.0.5-0;7.0.5-1;7.0.5-10;7.0.5-2;7.0.5-3;7.0.5-4;7.0.5-5;7.0.5-6;7.0.5-7;7.0.5-8;7.0.5-9;7.0.6-0;7.0.6-1;7.0.6-2;7.0.6-3;7.0.6-4;7.0.6-5;7.0.6-6;7.0.6-7;7.0.6-8;7.0.6-9;7.0.7-0;7.0.7-1;7.0.7-10;7.0.7-11;7.0.7-12;7.0.7-13;7.0.7-14;7.0.7-15;7.0.7-16;7.0.7-17;7.0.7-18;7.0.7-19;7.0.7-2;7.0.7-20;7.0.7-21;7.0.7-22;7.0.7-23;7.0.7-24;7.0.7-25;7.0.7-26;7.0.7-27;7.0.7-28;7.0.7-29;7.0.7-3;7.0.7-30;7.0.7-31;7.0.7-32;7.0.7-33;7.0.7-34;7.0.7-35;7.0.7-36;7.0.7-37;7.0.7-38;7.0.7-39;7.0.7-4;7.0.7-5;7.0.7-6;7.0.7-8;7.0.7-9;7.0.7.7;7.0.8-0;7.0.8-1;7.0.8-10;7.0.8-11;7.0.8-12;7.0.8-13;7.0.8-14;7.0.8-15;7.0.8-16;7.0.8-17;7.0.8-18;7.0.8-19;7.0.8-2;7.0.8-20;7.0.8-21;7.0.8-22;7.0.8-23;7.0.8-24;7.0.8-25;7.0.8-26;7.0.8-27;7.0.8-28;7.0.8-29;7.0.8-3;7.0.8-30;7.0.8-31;7.0.8-32;7.0.8-33;7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37;7.0.8-38;7.0.8-39;7.0.8-4;7.0.8-40;7.0.8-41;7.0.8-42;7.0.8-43;7.0.8-44;7.0.8-45;7.0.8-46;7.0.8-47;7.0.8-48;7.0.8-49;7.0.8-5;7.0.8-50;7.0.8-51;7.0.8-52;7.0.8-53;7.0.8-54;7.0.8-55;7.0.8-56;7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-6;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68;7.0.8-7;7.0.8-8;7.0.8-9,7.0.8-57;7.0.8-58;7.0.8-59;7.0.8-60;7.0.8-61;7.0.8-62;7.0.8-63;7.0.8-64;7.0.8-65;7.0.8-66;7.0.8-67;7.0.8-68
CVE-2020-8169,curl,True,0,0,,,none,,,not_evaluable,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,anchor_or_blame_likely_problem,0,0,0,0,0,0,curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0,,,
CVE-2020-8177,curl,True,3,3,legacy_raw_candidate,unknown,strong_only,fenced_json,True,success,6b6ba1dc29857f5eb4c31fed3d63619fea99d5f4,1.0,0.20588235294117646,0.34146341463414637,False,1.0,0.36764705882352944,0.5376344086021506,False,1.0,0.36764705882352944,0.5376344086021506,False,1.0,0.20588235294117646,0.34146341463414637,False,1.0,0.36764705882352944,0.5376344086021506,False,4dc8499494dc16bf336c1055f2ae4b78c709c87d,requires_manual_review,0,0,0,0,0,0,curl-7_23_0;curl-7_23_1;curl-7_24_0;curl-7_25_0;curl-7_26_0;curl-7_27_0;curl-7_28_0;curl-7_28_1;curl-7_29_0;curl-7_30_0;curl-7_31_0;curl-7_32_0;curl-7_33_0;curl-7_34_0;curl-7_35_0;curl-7_36_0;curl-7_37_0;curl-7_37_1;curl-7_38_0;curl-7_39_0;curl-7_40_0;curl-7_41_0;curl-7_42_0;curl-7_42_1;curl-7_43_0;curl-7_44_0;curl-7_45_0;curl-7_46_0;curl-7_47_0;curl-7_47_1;curl-7_48_0;curl-7_49_0;curl-7_49_1;curl-7_50_0;curl-7_50_1;curl-7_50_2;curl-7_50_3;curl-7_51_0;curl-7_52_0;curl-7_52_1;curl-7_53_0;curl-7_53_1;curl-7_54_0;curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0,curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0,curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0,curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0
CVE-2020-8231,curl,True,3,2,legacy_raw_candidate,unknown,strong_only,fenced_json,True,success,d021f2e8a0067fc769652f27afec9024c0d02b3d,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,d021f2e8a0067fc769652f27afec9024c0d02b3d,requires_manual_review,0,0,0,0,0,0,curl-7_29_0;curl-7_30_0;curl-7_31_0;curl-7_32_0;curl-7_33_0;curl-7_34_0;curl-7_35_0;curl-7_36_0;curl-7_37_0;curl-7_37_1;curl-7_38_0;curl-7_39_0;curl-7_40_0;curl-7_41_0;curl-7_42_0;curl-7_42_1;curl-7_43_0;curl-7_44_0;curl-7_45_0;curl-7_46_0;curl-7_47_0;curl-7_47_1;curl-7_48_0;curl-7_49_0;curl-7_49_1;curl-7_50_0;curl-7_50_1;curl-7_50_2;curl-7_50_3;curl-7_51_0;curl-7_52_0;curl-7_52_1;curl-7_53_0;curl-7_53_1;curl-7_54_0;curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0;curl-7_71_0;curl-7_71_1,curl-7_29_0;curl-7_30_0;curl-7_31_0;curl-7_32_0;curl-7_33_0;curl-7_34_0;curl-7_35_0;curl-7_36_0;curl-7_37_0;curl-7_37_1;curl-7_38_0;curl-7_39_0;curl-7_40_0;curl-7_41_0;curl-7_42_0;curl-7_42_1;curl-7_43_0;curl-7_44_0;curl-7_45_0;curl-7_46_0;curl-7_47_0;curl-7_47_1;curl-7_48_0;curl-7_49_0;curl-7_49_1;curl-7_50_0;curl-7_50_1;curl-7_50_2;curl-7_50_3;curl-7_51_0;curl-7_52_0;curl-7_52_1;curl-7_53_0;curl-7_53_1;curl-7_54_0;curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0;curl-7_71_0;curl-7_71_1,curl-7_29_0;curl-7_30_0;curl-7_31_0;curl-7_32_0;curl-7_33_0;curl-7_34_0;curl-7_35_0;curl-7_36_0;curl-7_37_0;curl-7_37_1;curl-7_38_0;curl-7_39_0;curl-7_40_0;curl-7_41_0;curl-7_42_0;curl-7_42_1;curl-7_43_0;curl-7_44_0;curl-7_45_0;curl-7_46_0;curl-7_47_0;curl-7_47_1;curl-7_48_0;curl-7_49_0;curl-7_49_1;curl-7_50_0;curl-7_50_1;curl-7_50_2;curl-7_50_3;curl-7_51_0;curl-7_52_0;curl-7_52_1;curl-7_53_0;curl-7_53_1;curl-7_54_0;curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0;curl-7_71_0;curl-7_71_1,curl-7_29_0;curl-7_30_0;curl-7_31_0;curl-7_32_0;curl-7_33_0;curl-7_34_0;curl-7_35_0;curl-7_36_0;curl-7_37_0;curl-7_37_1;curl-7_38_0;curl-7_39_0;curl-7_40_0;curl-7_41_0;curl-7_42_0;curl-7_42_1;curl-7_43_0;curl-7_44_0;curl-7_45_0;curl-7_46_0;curl-7_47_0;curl-7_47_1;curl-7_48_0;curl-7_49_0;curl-7_49_1;curl-7_50_0;curl-7_50_1;curl-7_50_2;curl-7_50_3;curl-7_51_0;curl-7_52_0;curl-7_52_1;curl-7_53_0;curl-7_53_1;curl-7_54_0;curl-7_54_1;curl-7_55_0;curl-7_55_1;curl-7_56_0;curl-7_56_1;curl-7_57_0;curl-7_58_0;curl-7_59_0;curl-7_60_0;curl-7_61_0;curl-7_61_1;curl-7_62_0;curl-7_63_0;curl-7_64_0;curl-7_64_1;curl-7_65_0;curl-7_65_1;curl-7_65_2;curl-7_65_3;curl-7_66_0;curl-7_67_0;curl-7_68_0;curl-7_69_0;curl-7_69_1;curl-7_70_0;curl-7_71_0;curl-7_71_1
CVE-2020-11984,httpd,True,4,3,legacy_raw_candidate,unknown,strong_only,json,True,success,99c59e098103ccf13b833281ec08493e042dfee0,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,99c59e098103ccf13b833281ec08493e042dfee0,requires_manual_review,0,0,1,1,0,0,2.4.30;2.4.31;2.4.32;2.4.33;2.4.34;2.4.35;2.4.36;2.4.37;2.4.38;2.4.39;2.4.40;2.4.41;2.4.42;2.4.43,2.4.30;2.4.31;2.4.32;2.4.33;2.4.34;2.4.35;2.4.36;2.4.37;2.4.38;2.4.39;2.4.40;2.4.41;2.4.42;2.4.43,2.4.30;2.4.31;2.4.32;2.4.33;2.4.34;2.4.35;2.4.36;2.4.37;2.4.38;2.4.39;2.4.40;2.4.41;2.4.42;2.4.43,2.4.30;2.4.31;2.4.32;2.4.33;2.4.34;2.4.35;2.4.36;2.4.37;2.4.38;2.4.39;2.4.40;2.4.41;2.4.42;2.4.43
