cve_id,repo_id,fix_commit_sha,status,reason,parent_count,all_parents_resolve,is_merge,reachable_from_indexed_refs,reachability_basis,containing_ref_count
CVE-2020-22025,FFmpeg,7cab59a34f3acafd165a5fc407d0af7a67bc70ce,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22026,FFmpeg,7eb02a1f8375362d7f65db14343a6eec20b255cb,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22026,FFmpeg,3a9f384225cb6e5720d36d0b01dd446cfd6f1772,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22026,FFmpeg,c5629402fa538e957e6e1d7d701ea199e78c36cc,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22026,FFmpeg,58bb9d3a3a6ede1c6cfb82bf671a5f138e6b2144,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22026,FFmpeg,a9b8eda77306829c9165bc306aafd6e1a91f14c0,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22027,FFmpeg,e787f8fd7ee99ba0c3e0f086ce2ce59eea7ed86c,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22027,FFmpeg,f5da6cff3504978bf6e713996988dcef0691d800,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22027,FFmpeg,98981312e15ad6bf1c90e660abf666b15924e350,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22028,FFmpeg,f069a9c2a65bc20c3462127623127df6dfd06c5b,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22028,FFmpeg,ff93d6f710fa95476e0e90dec6cb1303afe26e0f,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22028,FFmpeg,cde751ce49e38979626d7c31ffadc57df3d5c518,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22028,FFmpeg,01f3824f6c46ef19025059752a4381daa2443097,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22028,FFmpeg,724b8fa1e230419c866bb8bfa8a5b7a9ad6f6c42,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22029,FFmpeg,a7fd1279703683ebb548ef7baa2f1519994496ae,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22029,FFmpeg,29f1cf0c0f5d90e81a438dc12a4782dc424bf5ec,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22030,FFmpeg,df5e01770900f11eec0c500ccbaddcc6a9d0963d,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22030,FFmpeg,e1b89c76f66343d1b495165664647317c66764bb,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,e103a2cb9cd970f2c24525336057bccb2f3fcca3,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,da58e7fb9ed7223a555d97bb03b05745644812fb,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,da3d6068f3fbbe89c57b6c68c178a54dee168d95,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,0e68e8c93f9068596484ec8ba725586860e06fc8,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,1a4d18820d551bedcfa03b7e8ca72df87d4b5cfa,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22031,FFmpeg,fd8b08ebbb27e841fd5527e4b800ab3738216e9d,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,a19796a15ee0ab82e2b70d253d328111e9f916e0,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,ac5a7d5a67afb6b26460412d51f026ecf22c2193,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,156af49b09af3828cd4fed4ab6ca58f1b78949da,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,222783e2faeda088a6289931da1b038f3486ee33,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,de598f82f8c3f8000e1948548e8088148e2b1f44,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22032,FFmpeg,e998d8c90da1f41eeecd4144441d37a5168fecb8,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22034,FFmpeg,f1fc3fe3179109328229421451e3219de1ab9521,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22034,FFmpeg,1331e001796c656a4a3c770a16121c15ec1db2ac,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22035,FFmpeg,0749082eb93ea02fa4b770da86597450cec84054,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22035,FFmpeg,8c9ff740a35d6f46935f70e4a9533dddaaf33788,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22036,FFmpeg,d7490ef341e253294aa0abf1e4ed8381c1b0ea91,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22036,FFmpeg,6f579cf9634cf2ec1c348b48396c998614051210,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22036,FFmpeg,16eb9939ea493b6ed3bfc726e4cba2dacdd2e2fa,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22036,FFmpeg,7004a214d02d54ae969aa8d6f5788f728813079d,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22036,FFmpeg,8c3166e1c302c3ba80d9742ae46161c0fa8e2606,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,9e84c17a43d84f4ba8e282f448dea04882b229cf,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,7bba0dd6382e30d646cb406034a66199e071d713,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,c6e7b345f5fd261ade273ea2d0cfa51fc6b512ac,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,4254dbe20fea3e3e1897c82027f148c868d6c11e,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,492318cb65967ff220ad84d2034f78c24fbdda54,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,0f8a56d5aff8c6c8c414df4d938137131bbce32f,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,51292064a2ce71b2adfc090ed7302b0ed3f0eab9,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22037,FFmpeg,071ecaddb9ce7a514f4fe8b0ab4bc363d4bb0a38,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22038,FFmpeg,7c32e9cf93b712f8463573a59ed4e98fd10fa013,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22039,FFmpeg,a581bb66ea5eb981e2e498ca301df7d1ef15a6a3,resolved,,1,True,False,True,commit_node_from_git_log_all,
